model,drug_1,drug_2,context,label,prediction
MatchMaker,Docetaxel,Quinethazone,Nanoparticle,0,0.0026835864
MatchMaker,Lapatinib,D&C_RED_NO._39,Nanoparticle,0,0.0027103582
MatchMaker,Docetaxel,Lorpiprazole,Nanoparticle,0,0.00022294503
MatchMaker,Lapatinib,Trimebutine,Nanoparticle,0,0.00070217706
MatchMaker,Lapatinib,Chenodeoxycholic acid,Nanoparticle,0,4.6786673e-07
MatchMaker,Docetaxel,Tolfenamic Acid,Nanoparticle,0,0.004952601
MatchMaker,Lapatinib,Potassium Iodide,Nanoparticle,0,0.0023390541
MatchMaker,Lapatinib,Bendroflumethiazide,Nanoparticle,0,3.170979e-05
MatchMaker,Docetaxel,Phenprocoumon,Nanoparticle,0,0.0016629866
MatchMaker,Docetaxel,Tranexamic Acid,Nanoparticle,0,0.018815387
MatchMaker,Lapatinib,ACETIC ACID,Nanoparticle,0,0.0010143162
MatchMaker,Lapatinib,BENZYL VIOLET,Nanoparticle,0,0.00088431686
MatchMaker,Docetaxel,Voriconazole,Nanoparticle,0,0.0006294676
MatchMaker,Docetaxel,Lenvatinib,Nanoparticle,0,0.0080286255
MatchMaker,Docetaxel,Testosterone,Nanoparticle,0,0.0021152424
MatchMaker,Docetaxel,D-Sorbitol,Nanoparticle,0,0.00025326188
MatchMaker,Docetaxel,Capecitabine,Nanoparticle,0,0.00069067674
MatchMaker,Docetaxel,Methoxyflurane,Nanoparticle,0,0.08527431
MatchMaker,Docetaxel,Ioxaglic acid,Nanoparticle,0,0.12213934
MatchMaker,Lapatinib,Lovastatin,Nanoparticle,0,1.0629395e-05
MatchMaker,Lapatinib,Lactose,Nanoparticle,0,0.0007407721
MatchMaker,Lapatinib,L-Threonine,Nanoparticle,0,0.0011518428
MatchMaker,Lapatinib,PENTASODIUM PENTETATE,Nanoparticle,0,9.3583156e-05
MatchMaker,Lapatinib,Hesperetin,Nanoparticle,0,0.00013904176
MatchMaker,Lapatinib,Articaine,Nanoparticle,0,0.006694338
MatchMaker,Docetaxel,Dexamethasone,Nanoparticle,0,0.26673508
MatchMaker,Docetaxel,Ethanol,Nanoparticle,0,0.013109439
MatchMaker,Docetaxel,METHYLBORONIC_ACID,Nanoparticle,0,0.018844843
MatchMaker,Lapatinib,Disopyramide,Nanoparticle,0,0.00023335601
MatchMaker,Docetaxel,Flupirtine,Nanoparticle,0,0.26598537
MatchMaker,Lapatinib,"1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",Nanoparticle,0,0.00011486675
MatchMaker,Docetaxel,Memantine,Nanoparticle,0,0.23817551
MatchMaker,Lapatinib,Abiraterone,Nanoparticle,0,0.00892164
MatchMaker,Docetaxel,Dofetilide,Nanoparticle,0,0.0060116397
MatchMaker,Docetaxel,"2-ETHYL-1,6-HEXANEDIOL",Nanoparticle,0,0.028185172
MatchMaker,Lapatinib,ZINC_STEARATE,Nanoparticle,0,0.0006498245
MatchMaker,Lapatinib,SORBITAN_TRIOLEATE,Nanoparticle,0,0.00072984194
MatchMaker,Docetaxel,Anisindione,Nanoparticle,0,0.34091923
MatchMaker,Docetaxel,MAGNESIUM_TARTRATE,Nanoparticle,0,0.017928952
MatchMaker,Lapatinib,Ergoloid mesylate,Nanoparticle,0,0.00025746677
MatchMaker,Lapatinib,Lomitapide,Nanoparticle,0,7.2290453e-07
MatchMaker,Lapatinib,METHYL_GLUCETH-20,Nanoparticle,0,0.00971142
MatchMaker,Docetaxel,Potassium_chloride,Nanoparticle,0,0.01937709
MatchMaker,Docetaxel,Sodium_metaphosphate,Nanoparticle,0,0.01700097
MatchMaker,Docetaxel,PROPYLENE_GLYCOL_RICINOLEATE,Nanoparticle,0,0.00023257414
MatchMaker,Lapatinib,SODIUM_PHOSPHATE_DIHYDRATE,Nanoparticle,0,0.0029404114
MatchMaker,Lapatinib,Clozapine,Nanoparticle,0,0.0026182549
MatchMaker,Lapatinib,Deslanoside,Nanoparticle,0,2.128738e-05
MatchMaker,Lapatinib,Viloxazine,Nanoparticle,0,0.00021798667
MatchMaker,Lapatinib,Sulfinpyrazone,Nanoparticle,0,0.0006767258
MatchMaker,Lapatinib,Histrelin,Nanoparticle,0,1.09432956e-10
MatchMaker,Docetaxel,Bisoprolol,Nanoparticle,0,0.5403266
MatchMaker,Lapatinib,Zinc_gluconate,Nanoparticle,0,7.2692924e-06
MatchMaker,Lapatinib,ETHYLENE,Nanoparticle,0,0.0010060209
MatchMaker,Docetaxel,Primidone,Nanoparticle,0,2.5200343e-05
MatchMaker,Lapatinib,Estradiol,Nanoparticle,0,0.008886499
MatchMaker,Docetaxel,Iopamidol,Nanoparticle,0,0.00033504143
MatchMaker,Lapatinib,TROMANTADINE,Nanoparticle,0,0.0017252178
MatchMaker,Docetaxel,Ammonium lactate,Nanoparticle,0,0.006437557
MatchMaker,Docetaxel,Sulfamerazine,Nanoparticle,0,0.045534875
MatchMaker,Docetaxel,Azilsartan medoxomil,Nanoparticle,0,0.18911755
MatchMaker,Lapatinib,Piperonyl butoxide,Nanoparticle,0,0.00029902448
MatchMaker,Lapatinib,Salicylic acid,Nanoparticle,0,0.0012235047
MatchMaker,Docetaxel,Cortisone acetate,Nanoparticle,0,0.0015903421
MatchMaker,Lapatinib,Eluxadoline,Nanoparticle,0,0.00067827257
MatchMaker,Docetaxel,METHYLPARABEN,Nanoparticle,0,0.010978464
MatchMaker,Docetaxel,Auranofin,Nanoparticle,0,0.008787802
MatchMaker,Docetaxel,Blonanserin,Nanoparticle,0,0.0035304888
MatchMaker,Docetaxel,D&C_RED_NO._39,Nanoparticle,0,0.022247493
MatchMaker,Lapatinib,INDIGOTINE_P,Nanoparticle,0,0.0023856848
MatchMaker,Docetaxel,Tropicamide,Nanoparticle,0,0.001540314
MatchMaker,Lapatinib,DECYL METHYL SULFOXIDE,Nanoparticle,0,0.0019226155
MatchMaker,Lapatinib,Flecainide,Nanoparticle,0,0.0028616877
MatchMaker,Docetaxel,MONOSODIUM_CITRATE,Nanoparticle,0,0.009503678
MatchMaker,Lapatinib,Diethylstilbestrol,Nanoparticle,0,0.0028003503
MatchMaker,Docetaxel,Perphenazine,Nanoparticle,0,0.07768265
MatchMaker,Docetaxel,Nalbuphine,Nanoparticle,0,0.00026872256
MatchMaker,Docetaxel,FD&C RED NO. 4,Nanoparticle,0,0.2827702
MatchMaker,Lapatinib,Calcium_acetate,Nanoparticle,0,0.0014457632
MatchMaker,Lapatinib,Benzyl Benzoate,Nanoparticle,0,0.003692595
MatchMaker,Lapatinib,Biotin,Nanoparticle,0,2.1837838e-08
MatchMaker,Lapatinib,Forasartan,Nanoparticle,0,0.0012435557
MatchMaker,Lapatinib,MYRISTIC_ACID,Nanoparticle,0,4.675454e-05
MatchMaker,Docetaxel,Methimazole,Nanoparticle,0,0.034208916
MatchMaker,Docetaxel,Phentermine,Nanoparticle,0,0.001700822
MatchMaker,Docetaxel,FRUCTOSE,Nanoparticle,0,0.0063631064
MatchMaker,Lapatinib,Stannous_Chloride,Nanoparticle,0,0.0016927464
MatchMaker,Docetaxel,Sucrose,Nanoparticle,0,0.0015647315
MatchMaker,Docetaxel,Prazepam,Nanoparticle,0,0.04961304
MatchMaker,Docetaxel,Trimethadione,Nanoparticle,0,0.034879755
MatchMaker,Docetaxel,Dextran,Nanoparticle,0,0.00021534039
MatchMaker,Lapatinib,Tiludronate,Nanoparticle,0,0.002783592
MatchMaker,Lapatinib,Promethazine,Nanoparticle,0,0.01259992
MatchMaker,Docetaxel,OLEYL ALCOHOL,Nanoparticle,0,0.03649079
MatchMaker,Lapatinib,Benzocaine,Nanoparticle,0,0.001350414
MatchMaker,Lapatinib,Creatine,Nanoparticle,0,0.000764292
MatchMaker,Lapatinib,Carboplatin,Nanoparticle,0,0.0014624281
MatchMaker,Docetaxel,Benazepril,Nanoparticle,0,0.0041839937
MatchMaker,Lapatinib,Remoxipride,Nanoparticle,0,0.00079451915
MatchMaker,Docetaxel,Hemin,Nanoparticle,0,0.00032097843
MatchMaker,Docetaxel,Clofarabine,Nanoparticle,0,0.000691731
MatchMaker,Docetaxel,Eltrombopag,Nanoparticle,0,0.017093945
MatchMaker,Lapatinib,Acamprosate,Nanoparticle,0,0.0039335946
MatchMaker,Lapatinib,Bupivacaine,Nanoparticle,0,0.00013653302
MatchMaker,Lapatinib,Cephaloglycin,Nanoparticle,0,0.0010874076
MatchMaker,Lapatinib,TRIMYRISTIN,Nanoparticle,0,0.0066620866
MatchMaker,Lapatinib,N-Acetyl-D-glucosamine,Nanoparticle,0,2.7796892e-05
MatchMaker,Docetaxel,Trimethaphan,Nanoparticle,0,0.00051328214
MatchMaker,Docetaxel,Cefacetrile,Nanoparticle,0,0.0007233539
MatchMaker,Lapatinib,Paramethasone,Nanoparticle,0,0.0012872564
MatchMaker,Docetaxel,Manganese_chloride,Nanoparticle,0,0.016349757
MatchMaker,Lapatinib,CREATININE,Nanoparticle,0,0.00073492015
MatchMaker,Lapatinib,Parecoxib,Nanoparticle,0,0.00071682746
MatchMaker,Docetaxel,Sodium fluoride,Nanoparticle,0,0.018055994
MatchMaker,Docetaxel,Pitavastatin,Nanoparticle,0,0.0010326653
MatchMaker,Lapatinib,Mirabegron,Nanoparticle,0,0.00010546054
MatchMaker,Docetaxel,Phenylephrine,Nanoparticle,0,0.020504925
MatchMaker,Lapatinib,Calcium Gluceptate,Nanoparticle,0,3.5011297e-05
MatchMaker,Lapatinib,Mepivacaine,Nanoparticle,0,0.0018652751
MatchMaker,Lapatinib,Anidulafungin,Nanoparticle,0,1.2374583e-07
MatchMaker,Docetaxel,Phosphatidyl serine,Nanoparticle,0,0.003916678
MatchMaker,Lapatinib,Clofedanol,Nanoparticle,0,0.0019614766
MatchMaker,Lapatinib,CETYL ALCOHOL,Nanoparticle,0,0.0052737915
MatchMaker,Lapatinib,Dimetotiazine,Nanoparticle,0,0.02503562
MatchMaker,Docetaxel,Droxidopa,Nanoparticle,0,0.10879759
MatchMaker,Docetaxel,Naltrexone,Nanoparticle,0,0.0020663666
MatchMaker,Lapatinib,Lodoxamide,Nanoparticle,0,0.010057903
MatchMaker,Docetaxel,Riociguat,Nanoparticle,0,0.0012442233
MatchMaker,Lapatinib,Sodium Citrate,Nanoparticle,0,0.0007574864
MatchMaker,Docetaxel,Sorbic_acid,Nanoparticle,0,0.07127397
MatchMaker,Docetaxel,ETHYLPARABEN,Nanoparticle,0,0.041905895
MatchMaker,Lapatinib,CETYLPYRIDINIUM CHLORIDE,Nanoparticle,0,0.00019351684
MatchMaker,Lapatinib,Pyroglutamate,Nanoparticle,0,0.00035169514
MatchMaker,Lapatinib,Lercanidipine,Nanoparticle,0,0.0014399517
MatchMaker,Docetaxel,Ixabepilone,Nanoparticle,0,0.0013080998
MatchMaker,Docetaxel,Histrelin,Nanoparticle,0,9.335661e-10
MatchMaker,Lapatinib,Alfuzosin,Nanoparticle,0,0.0015232982
MatchMaker,Docetaxel,Demecarium,Nanoparticle,0,0.0027467727
MatchMaker,Docetaxel,Amifostine,Nanoparticle,0,0.10991721
MatchMaker,Docetaxel,Magnesium_hydroxide,Nanoparticle,0,0.011770658
MatchMaker,Lapatinib,Nitrogen,Nanoparticle,0,0.00057601056
MatchMaker,Lapatinib,Prochlorperazine,Nanoparticle,0,0.00090747833
MatchMaker,Lapatinib,Papaverine,Nanoparticle,0,4.825472e-05
MatchMaker,Lapatinib,Thiamine_mononitrate,Nanoparticle,0,0.0014786081
MatchMaker,Docetaxel,ETHYLENE GLYCOL,Nanoparticle,0,0.020933341
MatchMaker,Docetaxel,Suvorexant,Nanoparticle,0,0.0007514739
MatchMaker,Docetaxel,Pivmecillinam,Nanoparticle,0,3.279984e-05
MatchMaker,Docetaxel,Guanethidine,Nanoparticle,0,0.01052059
MatchMaker,Lapatinib,Tianeptine,Nanoparticle,0,6.242881e-05
MatchMaker,Docetaxel,ISOPROPYL_PALMITATE,Nanoparticle,0,0.01434723
MatchMaker,Docetaxel,Fenbufen,Nanoparticle,0,0.0021534602
MatchMaker,Lapatinib,Bazedoxifene,Nanoparticle,0,3.6814134e-05
MatchMaker,Lapatinib,SODIUM_COCOYL_SARCOSINATE,Nanoparticle,0,0.0034434241
MatchMaker,Lapatinib,TOCOPHERSOLAN,Nanoparticle,0,3.7200363e-05
MatchMaker,Lapatinib,Dolutegravir,Nanoparticle,0,0.015621233
MatchMaker,Docetaxel,AMMONIUM GLYCYRRHIZATE,Nanoparticle,0,0.39483404
MatchMaker,Docetaxel,Pergolide,Nanoparticle,0,0.010249947
MatchMaker,Lapatinib,Sodium_sorbate,Nanoparticle,0,0.0038898345
MatchMaker,Docetaxel,Valaciclovir,Nanoparticle,0,0.06904421
MatchMaker,Docetaxel,"MENTHOL,_UNSPECIFIED_FORM",Nanoparticle,0,0.19563091
MatchMaker,Docetaxel,Pramipexole,Nanoparticle,0,0.021679703
MatchMaker,Lapatinib,Nicergoline,Nanoparticle,0,5.1412982e-05
MatchMaker,Lapatinib,DYE YELLOW NO. 62,Nanoparticle,0,0.0047055488
MatchMaker,Lapatinib,Phenelzine,Nanoparticle,0,0.00053131895
MatchMaker,Docetaxel,ETHYLENEDIAMINE,Nanoparticle,0,0.011437178
MatchMaker,Lapatinib,D&C RED NO. 27,Nanoparticle,0,0.0005221743
MatchMaker,Docetaxel,SODIUM THIOSULFATE,Nanoparticle,0,0.06758256
MatchMaker,Lapatinib,Dinoprost Tromethamine,Nanoparticle,0,0.00021643507
MatchMaker,Lapatinib,Trimethaphan,Nanoparticle,0,6.0441584e-05
MatchMaker,Docetaxel,Triazolam,Nanoparticle,0,0.007286225
MatchMaker,Lapatinib,Netilmicin,Nanoparticle,0,1.2711835e-05
MatchMaker,Lapatinib,Miltefosine,Nanoparticle,0,9.762717e-06
MatchMaker,Lapatinib,Sodium_metaphosphate,Nanoparticle,0,0.0020548843
MatchMaker,Docetaxel,Guanfacine,Nanoparticle,0,0.013647943
MatchMaker,Lapatinib,Cephalexin,Nanoparticle,0,0.000106289306
MatchMaker,Docetaxel,Hydroxychloroquine,Nanoparticle,0,0.022669015
MatchMaker,Lapatinib,Tamoxifen,Nanoparticle,0,5.4095155e-05
MatchMaker,Docetaxel,AMMONIUM_NONOXYNOL-4_SULFATE,Nanoparticle,0,0.00014116912
MatchMaker,Docetaxel,MAGNESIUM_CHLORIDE,Nanoparticle,0,0.015701232
MatchMaker,Docetaxel,Sunitinib,Nanoparticle,0,2.9610767e-06
MatchMaker,Lapatinib,VANILLIN,Nanoparticle,0,3.2374715e-05
MatchMaker,Docetaxel,Ferrous_gluconate,Nanoparticle,0,0.000102418446
MatchMaker,Lapatinib,CAPTAN,Nanoparticle,0,0.032450266
MatchMaker,Lapatinib,Tenofovir alafenamide,Nanoparticle,0,0.072114885
MatchMaker,Lapatinib,GLUTATHIONE,Nanoparticle,0,0.002526369
MatchMaker,Lapatinib,Fluticasone Propionate,Nanoparticle,0,9.54566e-05
MatchMaker,Docetaxel,Hesperetin,Nanoparticle,0,0.0011800752
MatchMaker,Lapatinib,LAUROYL_SARCOSINE,Nanoparticle,0,0.00095622014
MatchMaker,Docetaxel,MALTOL,Nanoparticle,0,0.014402851
MatchMaker,Lapatinib,Azidocillin,Nanoparticle,0,0.0014625444
MatchMaker,Docetaxel,L-Glutamic_acid,Nanoparticle,0,0.0028137765
MatchMaker,Docetaxel,Caffeine,Nanoparticle,0,1.7936589e-05
MatchMaker,Lapatinib,SODIUM_DESOXYCHOLATE,Nanoparticle,0,0.1488351
MatchMaker,Docetaxel,Clozapine,Nanoparticle,0,0.02142602
MatchMaker,Lapatinib,PHENYLMERCURIC_ACETATE,Nanoparticle,0,0.014640985
MatchMaker,Lapatinib,Ramosetron,Nanoparticle,0,5.677625e-06
MatchMaker,Docetaxel,Bisoxatin,Nanoparticle,0,0.00025465025
MatchMaker,Lapatinib,Manganese_gluconate,Nanoparticle,0,1.947324e-05
MatchMaker,Lapatinib,Dinoprostone,Nanoparticle,0,0.00090829324
MatchMaker,Lapatinib,Amprenavir,Nanoparticle,0,0.0013214829
MatchMaker,Docetaxel,ENTSUFON SODIUM,Nanoparticle,0,0.004291569
MatchMaker,Lapatinib,Vardenafil,Nanoparticle,0,0.0002250401
MatchMaker,Lapatinib,ACETYLTRIBUTYL_CITRATE,Nanoparticle,0,0.0015878455
MatchMaker,Lapatinib,Vitamin E,Nanoparticle,0,6.339583e-05
MatchMaker,Docetaxel,Sodium_hydrosulfite_(packaging),Nanoparticle,0,0.032238748
MatchMaker,Lapatinib,Cyclandelate,Nanoparticle,0,0.050673746
MatchMaker,Lapatinib,Gentian Violet,Nanoparticle,0,0.0024976782
MatchMaker,Lapatinib,Benzoyl peroxide,Nanoparticle,0,0.026993942
MatchMaker,Docetaxel,LACTOBIONIC ACID,Nanoparticle,0,0.0034548808
MatchMaker,Lapatinib,Tranexamic Acid,Nanoparticle,0,0.002268403
MatchMaker,Docetaxel,DISODIUM_LAURYL_SULFOSUCCINATE,Nanoparticle,0,0.05481585
MatchMaker,Docetaxel,LACTOBIONIC_ACID,Nanoparticle,0,0.00697108
MatchMaker,Lapatinib,Tipranavir,Nanoparticle,0,2.7036795e-05
MatchMaker,Docetaxel,Terconazole,Nanoparticle,0,0.0028684582
MatchMaker,Lapatinib,VERSETAMIDE,Nanoparticle,0,0.0009028324
MatchMaker,Docetaxel,Rufinamide,Nanoparticle,0,0.53938574
MatchMaker,Docetaxel,BENZETHONIUM CHLORIDE,Nanoparticle,0,2.971919e-05
MatchMaker,Docetaxel,Gallium nitrate,Nanoparticle,0,0.014817804
MatchMaker,Lapatinib,SORBITAN_MONOLAURATE,Nanoparticle,0,0.012436709
MatchMaker,Lapatinib,Fosinopril,Nanoparticle,0,0.00069126836
MatchMaker,Docetaxel,QUATERNIUM-15,Nanoparticle,0,0.007143966
MatchMaker,Lapatinib,Monoammonium_L-glutamate,Nanoparticle,0,0.0009315814
MatchMaker,Docetaxel,Sodium lauryl sulfate,Nanoparticle,0,0.056677137
MatchMaker,Lapatinib,LAURYL LACTATE,Nanoparticle,0,0.0012670422
MatchMaker,Lapatinib,SODIUM_CARBONATE_DECAHYDRATE,Nanoparticle,0,0.0025396405
MatchMaker,Lapatinib,CINNAMALDEHYDE,Nanoparticle,0,3.6614776e-05
MatchMaker,Lapatinib,Cefditoren,Nanoparticle,0,2.9922978e-07
MatchMaker,Docetaxel,Technetium Tc-99m tetrofosmin,Nanoparticle,0,0.013119956
MatchMaker,Lapatinib,Dicyclomine,Nanoparticle,0,0.00039661303
MatchMaker,Lapatinib,Malathion,Nanoparticle,0,0.01457646
MatchMaker,Lapatinib,GLYCERYL_PALMITOSTEARATE,Nanoparticle,0,0.000354679
MatchMaker,Docetaxel,Lipoic Acid,Nanoparticle,0,0.0005995813
MatchMaker,Docetaxel,Aztreonam,Nanoparticle,0,0.0019838156
MatchMaker,Lapatinib,ACETYLCYSTEINE,Nanoparticle,0,0.002186162
MatchMaker,Lapatinib,Tasimelteon,Nanoparticle,0,0.0014346568
MatchMaker,Lapatinib,Dexmethylphenidate,Nanoparticle,0,0.05003444
MatchMaker,Lapatinib,Gadopentetate dimeglumine,Nanoparticle,0,4.024138e-06
MatchMaker,Docetaxel,ACESULFAME_POTASSIUM,Nanoparticle,0,0.0024533782
MatchMaker,Lapatinib,Atazanavir,Nanoparticle,0,0.00081748795
MatchMaker,Docetaxel,Glutethimide,Nanoparticle,0,0.0045418516
MatchMaker,Docetaxel,Pindolol,Nanoparticle,0,0.33934742
MatchMaker,Lapatinib,Cefmenoxime,Nanoparticle,0,2.9895844e-08
MatchMaker,Docetaxel,ASCORBIC ACID,Nanoparticle,0,0.0013536549
MatchMaker,Docetaxel,Bepridil,Nanoparticle,0,0.00076585007
MatchMaker,Lapatinib,Minocycline,Nanoparticle,0,4.6697522e-07
MatchMaker,Lapatinib,GUINEA GREEN B,Nanoparticle,0,0.00042970036
MatchMaker,Lapatinib,Docetaxel,Nanoparticle,0,0.2080564
MatchMaker,Lapatinib,Strontium ranelate,Nanoparticle,0,0.00782438
MatchMaker,Docetaxel,SODIUM_LAURYL_SULFATE,Nanoparticle,0,0.056677137
MatchMaker,Lapatinib,Pazopanib,Nanoparticle,0,3.1061447e-06
MatchMaker,Lapatinib,Aminolevulinic acid,Nanoparticle,0,0.00024926223
MatchMaker,Lapatinib,Bleomycin,Nanoparticle,0,2.519479e-07
MatchMaker,Docetaxel,Tipranavir,Nanoparticle,0,0.00022965929
MatchMaker,Lapatinib,Tetrahydrofolic acid,Nanoparticle,0,7.616986e-05
MatchMaker,Lapatinib,ETHYL OLEATE,Nanoparticle,0,0.0005216194
MatchMaker,Lapatinib,THYMOL,Nanoparticle,0,0.0073157316
MatchMaker,Lapatinib,Duloxetine,Nanoparticle,0,0.00060858123
MatchMaker,Docetaxel,Dinoprost Tromethamine,Nanoparticle,0,0.0018358653
MatchMaker,Docetaxel,Succimer,Nanoparticle,0,0.004155778
MatchMaker,Lapatinib,Imidafenacin,Nanoparticle,0,0.0012609366
MatchMaker,Lapatinib,Olopatadine,Nanoparticle,0,0.0002714684
MatchMaker,Lapatinib,SODIUM LAUROYL SARCOSINATE,Nanoparticle,0,0.0013330024
MatchMaker,Docetaxel,Balsalazide,Nanoparticle,0,0.07289515
MatchMaker,Docetaxel,Sodium_acetate,Nanoparticle,0,0.008959094
MatchMaker,Lapatinib,Eszopiclone,Nanoparticle,0,2.333958e-05
MatchMaker,Docetaxel,Valproic Acid,Nanoparticle,0,0.03459301
MatchMaker,Lapatinib,Ulobetasol,Nanoparticle,0,0.00045074956
MatchMaker,Lapatinib,Lisinopril,Nanoparticle,0,0.0017556446
MatchMaker,Docetaxel,Mefenamic acid,Nanoparticle,0,0.0035364775
MatchMaker,Docetaxel,Eletriptan,Nanoparticle,0,0.0011014269
MatchMaker,Docetaxel,L-Glutamine,Nanoparticle,0,0.001785286
MatchMaker,Lapatinib,Porfimer,Nanoparticle,0,2.4303327e-07
MatchMaker,Docetaxel,L-Lysine,Nanoparticle,0,0.20140012
MatchMaker,Lapatinib,BENZYL ALCOHOL,Nanoparticle,0,0.00036724345
MatchMaker,Lapatinib,ASPARTIC_ACID,Nanoparticle,0,0.00021143148
MatchMaker,Lapatinib,"1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",Nanoparticle,0,0.00011486675
MatchMaker,Lapatinib,Auranofin,Nanoparticle,0,0.0010535246
MatchMaker,Docetaxel,Desloratadine,Nanoparticle,0,0.019222695
MatchMaker,Lapatinib,STEARALKONIUM_CHLORIDE,Nanoparticle,0,0.00013771857
MatchMaker,Lapatinib,Dimetacrine,Nanoparticle,0,0.10476078
MatchMaker,Docetaxel,Hexylcaine,Nanoparticle,0,0.3897416
MatchMaker,Docetaxel,Sodium_phosphoaluminate_(packaging),Nanoparticle,0,0.025949148
MatchMaker,Docetaxel,Epirubicin,Nanoparticle,0,0.5161847
MatchMaker,Lapatinib,Bentonite,Nanoparticle,0,0.0012655666
MatchMaker,Lapatinib,Dexketoprofen,Nanoparticle,0,0.041543372
MatchMaker,Docetaxel,Brexpiprazole,Nanoparticle,0,1.4223e-05
MatchMaker,Lapatinib,Ascorbyl_palmitate_(palmitoyl_L-ascorbic),Nanoparticle,0,0.019059688
MatchMaker,Docetaxel,Moexipril,Nanoparticle,0,3.8013895e-05
MatchMaker,Docetaxel,ETHYLENE GLYCOL MONOETHYL ETHER,Nanoparticle,0,0.009428457
MatchMaker,Lapatinib,Antipyrine,Nanoparticle,0,0.0003726375
MatchMaker,Lapatinib,METHYL_ALCOHOL,Nanoparticle,0,0.0016674417
MatchMaker,Docetaxel,Cloperastine,Nanoparticle,0,0.010439981
MatchMaker,Docetaxel,RHODAMINE B,Nanoparticle,0,1.2185459e-08
MatchMaker,Lapatinib,Doripenem,Nanoparticle,0,0.053566694
MatchMaker,Docetaxel,Drostanolone,Nanoparticle,0,0.12865205
MatchMaker,Docetaxel,Methylscopolamine bromide,Nanoparticle,0,0.007592643
MatchMaker,Docetaxel,ACETOPHENONE,Nanoparticle,0,0.008981153
MatchMaker,Lapatinib,Penicillamine,Nanoparticle,0,0.000998119
MatchMaker,Lapatinib,Potassium_citrate,Nanoparticle,0,0.00094629236
MatchMaker,Docetaxel,TROMANTADINE,Nanoparticle,0,0.0142253
MatchMaker,Docetaxel,ZINC,Nanoparticle,0,0.008675416
MatchMaker,Lapatinib,Florbetaben (18F),Nanoparticle,0,0.002863917
MatchMaker,Lapatinib,Desoximetasone,Nanoparticle,0,2.4388391e-05
MatchMaker,Docetaxel,Trifluoperazine,Nanoparticle,0,0.0003561738
MatchMaker,Docetaxel,Bromazepam,Nanoparticle,0,0.0016269687
MatchMaker,Docetaxel,Sulfuric_Acid,Nanoparticle,0,0.026905594
MatchMaker,Docetaxel,Dirithromycin,Nanoparticle,0,0.00041034966
MatchMaker,Docetaxel,Rocuronium,Nanoparticle,0,5.0390836e-06
MatchMaker,Lapatinib,TREHALOSE,Nanoparticle,0,0.00047522897
MatchMaker,Lapatinib,Nortriptyline,Nanoparticle,0,0.001741103
MatchMaker,Lapatinib,Equilin,Nanoparticle,0,0.00042152806
MatchMaker,Lapatinib,Cefotaxime,Nanoparticle,0,1.273136e-06
MatchMaker,Lapatinib,Theobromine,Nanoparticle,0,1.8103135e-06
MatchMaker,Docetaxel,DIISOPROPYL_DILINOLEATE,Nanoparticle,0,0.0044057523
MatchMaker,Docetaxel,TETRACHLOROETHYLENE,Nanoparticle,0,0.02618071
MatchMaker,Docetaxel,Antazoline,Nanoparticle,0,0.00020877835
MatchMaker,Lapatinib,Aminophenazone,Nanoparticle,0,4.8695725e-05
MatchMaker,Docetaxel,Molindone,Nanoparticle,0,0.00018304812
MatchMaker,Lapatinib,Doxazosin,Nanoparticle,0,1.9623629e-05
MatchMaker,Docetaxel,Disopyramide,Nanoparticle,0,0.0019791413
MatchMaker,Docetaxel,Ombitasvir,Nanoparticle,0,0.00016283683
MatchMaker,Lapatinib,Cangrelor,Nanoparticle,0,2.426266e-05
MatchMaker,Docetaxel,AMMONIUM NONOXYNOL-4 SULFATE,Nanoparticle,0,0.00028871957
MatchMaker,Lapatinib,Calcium Chloride,Nanoparticle,0,0.002505499
MatchMaker,Docetaxel,Ferric_ammonium_citrate,Nanoparticle,0,0.007626275
MatchMaker,Lapatinib,Drotaverine,Nanoparticle,0,0.00029945356
MatchMaker,Lapatinib,Zinc_sulfate,Nanoparticle,0,0.0030820565
MatchMaker,Docetaxel,ETHYLPARABEN,Nanoparticle,0,0.041905895
MatchMaker,Docetaxel,Risperidone,Nanoparticle,0,0.2543238
MatchMaker,Lapatinib,Mepyramine,Nanoparticle,0,0.00051711744
MatchMaker,Lapatinib,Enprofylline,Nanoparticle,0,0.0005158788
MatchMaker,Lapatinib,Icosapent,Nanoparticle,0,8.32556e-05
MatchMaker,Docetaxel,Carbachol,Nanoparticle,0,0.00029699673
MatchMaker,Lapatinib,Flumethasone,Nanoparticle,0,0.0010385449
MatchMaker,Docetaxel,Silicon_dioxides,Nanoparticle,0,0.006793583
MatchMaker,Lapatinib,METHYLCHLOROISOTHIAZOLINONE,Nanoparticle,0,0.0009384839
MatchMaker,Lapatinib,PEG-12_GLYCERYL_LAURATE,Nanoparticle,0,0.0035540455
MatchMaker,Docetaxel,Carbenicillin,Nanoparticle,0,0.0028660614
MatchMaker,Docetaxel,Oleic_acid_(packaging),Nanoparticle,0,0.00021558756
MatchMaker,Lapatinib,Pilocarpine,Nanoparticle,0,0.0015760756
MatchMaker,Lapatinib,Vitamin_D2_(ergocalciferol),Nanoparticle,0,7.709795e-06
MatchMaker,Docetaxel,Calcium_silicate,Nanoparticle,0,0.008498608
