,drug_name,excp_name,drug_smile,excp_smile,pair_smile,class
205,Atovaquone,neohesperidin_DC,Clc1ccc([C@H]2CC[C@@H](CC2)C2=C(C(=O)c3c(C2=O)cccc3)O)cc1,C(C(c1c(cc(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O[C@@H]2O[C@H]([C@H](O)[C@@H](O)[C@H]2O)C)O)CO)cc1O)O)=O)Cc1cc(c(cc1)OC)O,Clc1ccc([C@H]2CC[C@@H](CC2)C2=C(C(=O)c3c(C2=O)cccc3)O)cc1.C(C(c1c(cc(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O[C@@H]2O[C@H]([C@H](O)[C@@H](O)[C@H]2O)C)O)CO)cc1O)O)=O)Cc1cc(c(cc1)OC)O,0
206,Atovaquone,ursodiol,c12ccccc1C(=O)C(O)=C(C2=O)[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl,C1[C@@]2([C@H](CC[C@H]2[C@H]2[C@H](C1)[C@]1(C)[C@H](C[C@@H]2O)C[C@@H](CC1)O)[C@H](C)CCC(=O)O)C,c12ccccc1C(=O)C(O)=C(C2=O)[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl.C1[C@@]2([C@H](CC[C@H]2[C@H]2[C@H](C1)[C@]1(C)[C@H](C[C@@H]2O)C[C@@H](CC1)O)[C@H](C)CCC(=O)O)C,0
207,Atovaquone,diclofenac,c1c2C(C(O)=C([C@H]3CC[C@@H](CC3)c3ccc(Cl)cc3)C(c2ccc1)=O)=O,c1(cccc(c1Nc1ccccc1CC(O)=O)Cl)Cl,c1c2C(C(O)=C([C@H]3CC[C@@H](CC3)c3ccc(Cl)cc3)C(c2ccc1)=O)=O.c1(cccc(c1Nc1ccccc1CC(O)=O)Cl)Cl,0
208,Atovaquone,eucalyptol,C1C[C@H](C2=C(C(c3ccccc3C2=O)=O)O)CC[C@H]1c1ccc(Cl)cc1,C1CC2CCC1(C)OC2(C)C,C1C[C@H](C2=C(C(c3ccccc3C2=O)=O)O)CC[C@H]1c1ccc(Cl)cc1.C1CC2CCC1(C)OC2(C)C,0
209,Atovaquone,beta_carotene,O=C1C(=C(C(c2c1cccc2)=O)O)[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl,C1(=C(C(C)(CCC1)C)/C=C/C(C)=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C)C,O=C1C(=C(C(c2c1cccc2)=O)O)[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl.C1(=C(C(C)(CCC1)C)/C=C/C(C)=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C)C,0
210,Atovaquone,menthol,OC1=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(c2ccccc2C1=O)=O,C1C(CC(C(C(C)C)C1)O)C,OC1=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(c2ccccc2C1=O)=O.C1C(CC(C(C(C)C)C1)O)C,0
211,Atovaquone,alpha-terpineol,C1C[C@H](c2ccc(Cl)cc2)CC[C@H]1C1=C(C(=O)c2c(C1=O)cccc2)O,CC1CCC(CC=1)C(C)(O)C,C1C[C@H](c2ccc(Cl)cc2)CC[C@H]1C1=C(C(=O)c2c(C1=O)cccc2)O.CC1CCC(CC=1)C(C)(O)C,0
212,Atovaquone,fenchyl_alcohol,C1[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC[C@@H](c2ccc(Cl)cc2)C1,C12C(C)(C)C(O)C(C)(CC1)C2,C1[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC[C@@H](c2ccc(Cl)cc2)C1.C12C(C)(C)C(O)C(C)(CC1)C2,0
213,Atovaquone,biotin,c1(ccc(cc1)Cl)[C@H]1CC[C@@H](CC1)C1C(=O)c2ccccc2C(=O)C=1O,O=C(O)CCCC[C@H]1[C@H]2NC(N[C@H]2CS1)=O,c1(ccc(cc1)Cl)[C@H]1CC[C@@H](CC1)C1C(=O)c2ccccc2C(=O)C=1O.O=C(O)CCCC[C@H]1[C@H]2NC(N[C@H]2CS1)=O,0
214,Atovaquone,xylitol,c1c2c(ccc1)C(=O)C(O)=C([C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl)C2=O,C([C@@H](CO)O)([C@H](CO)O)O,c1c2c(ccc1)C(=O)C(O)=C([C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl)C2=O.C([C@@H](CO)O)([C@H](CO)O)O,0
215,Atovaquone,trans-cinnamic_acid,c1ccc2c(c1)C(C(=C(C2=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1)O)=O,c1cccc(c1)/C=C/C(=O)O,c1ccc2c(c1)C(C(=C(C2=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1)O)=O.c1cccc(c1)/C=C/C(=O)O,0
216,Atovaquone,thimerosal,OC1C(=O)c2c(cccc2)C(C=1[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1)=O,CC[Hg]Sc1ccccc1C(=O)[O-],OC1C(=O)c2c(cccc2)C(C=1[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1)=O.CC[Hg]Sc1ccccc1C(=O)[O-],0
217,Atovaquone,tyramine,C1(c2ccccc2C(=O)C(=C1[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1)O)=O,C(N)Cc1ccc(O)cc1,C1(c2ccccc2C(=O)C(=C1[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1)O)=O.C(N)Cc1ccc(O)cc1,0
218,Atovaquone,fumaric_acid,c1ccc2C(C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)=C(O)C(=O)c2c1)=O,C(=C/C(O)=O)\C(=O)O,c1ccc2C(C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)=C(O)C(=O)c2c1)=O.C(=C/C(O)=O)\C(=O)O,0
219,Atovaquone,congo_red,C1C[C@H](c2ccc(cc2)Cl)CC[C@H]1C1=C(O)C(c2c(cccc2)C1=O)=O,c1cccc2c1c(c(N=Nc1ccc(cc1)-c1ccc(cc1)N=Nc1cc(c3ccccc3c1N)S([O-])(=O)=O)cc2S(=O)(=O)[O-])N,C1C[C@H](c2ccc(cc2)Cl)CC[C@H]1C1=C(O)C(c2c(cccc2)C1=O)=O.c1cccc2c1c(c(N=Nc1ccc(cc1)-c1ccc(cc1)N=Nc1cc(c3ccccc3c1N)S([O-])(=O)=O)cc2S(=O)(=O)[O-])N,1
220,Atovaquone,vanillin,c1ccc2C(C(=C(C(=O)c2c1)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1)O)=O,c1(ccc(cc1OC)C=O)O,c1ccc2C(C(=C(C(=O)c2c1)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1)O)=O.c1(ccc(cc1OC)C=O)O,0
221,Atovaquone,saccharin,O=C1C(=C(O)C(c2c1cccc2)=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1,c12S(=O)(=O)NC(c2cccc1)=O,O=C1C(=C(O)C(c2c1cccc2)=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1.c12S(=O)(=O)NC(c2cccc1)=O,0
222,Atovaquone,allantoin,c12ccccc1C(=O)C(=C(O)C2=O)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1,C1(=O)NC(=O)C(N1)NC(N)=O,c12ccccc1C(=O)C(=C(O)C2=O)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1.C1(=O)NC(=O)C(N1)NC(N)=O,0
223,Atovaquone,vitamin_A_palmitate,c1c2C(=O)C(=C(O)C(=O)c2ccc1)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1,C(/C=C(C)/C=C/C=C(/C=C/C1C(C)(C)CCCC=1C)C)OC(CCCCCCCCCCCCCCC)=O,c1c2C(=O)C(=C(O)C(=O)c2ccc1)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1.C(/C=C(C)/C=C/C=C(/C=C/C1C(C)(C)CCCC=1C)C)OC(CCCCCCCCCCCCCCC)=O,1
224,Atovaquone,acetylcholine_chloride,C1(=O)C(=C(O)C(c2c1cccc2)=O)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1,C(C[N+](C)(C)C)OC(=O)C,C1(=O)C(=C(O)C(c2c1cccc2)=O)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1.C(C[N+](C)(C)C)OC(=O)C,0
225,Atovaquone,dibutyl_phthalate,C1(=C(C(=O)c2ccccc2C1=O)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1)O,C(c1c(C(OCCCC)=O)cccc1)(=O)OCCCC,C1(=C(C(=O)c2ccccc2C1=O)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1)O.C(c1c(C(OCCCC)=O)cccc1)(=O)OCCCC,1
226,Atovaquone,trometamol,c1cc([C@H]2CC[C@H](C3C(c4ccccc4C(=O)C=3O)=O)CC2)ccc1Cl,OCC(N)(CO)CO,c1cc([C@H]2CC[C@H](C3C(c4ccccc4C(=O)C=3O)=O)CC2)ccc1Cl.OCC(N)(CO)CO,0
227,Atovaquone,benzoyl_peroxide,c1cc2C(=O)C(O)=C([C@H]3CC[C@@H](CC3)c3ccc(Cl)cc3)C(c2cc1)=O,C(c1ccccc1)(OOC(c1ccccc1)=O)=O,c1cc2C(=O)C(O)=C([C@H]3CC[C@@H](CC3)c3ccc(Cl)cc3)C(c2cc1)=O.C(c1ccccc1)(OOC(c1ccccc1)=O)=O,1
228,Atovaquone,triethyl_citrate,c1([C@H]2CC[C@H](C3C(=O)c4c(C(C=3O)=O)cccc4)CC2)ccc(cc1)Cl,OC(CC(OCC)=O)(C(OCC)=O)CC(OCC)=O,c1([C@H]2CC[C@H](C3C(=O)c4c(C(C=3O)=O)cccc4)CC2)ccc(cc1)Cl.OC(CC(OCC)=O)(C(OCC)=O)CC(OCC)=O,0
229,Atovaquone,triacetin,C1[C@H](c2ccc(cc2)Cl)CC[C@@H](C2=C(O)C(=O)c3c(cccc3)C2=O)C1,O(CC(COC(C)=O)OC(=O)C)C(=O)C,C1[C@H](c2ccc(cc2)Cl)CC[C@@H](C2=C(O)C(=O)c3c(cccc3)C2=O)C1.O(CC(COC(C)=O)OC(=O)C)C(=O)C,0
230,Atovaquone,glycerol,C1C[C@H](c2ccc(cc2)Cl)CC[C@H]1C1=C(C(c2c(cccc2)C1=O)=O)O,OC(CO)CO,C1C[C@H](c2ccc(cc2)Cl)CC[C@H]1C1=C(C(c2c(cccc2)C1=O)=O)O.OC(CO)CO,0
231,Atovaquone,propylene_glycol,c1c2C(=O)C(O)=C([C@H]3CC[C@@H](CC3)c3ccc(cc3)Cl)C(=O)c2ccc1,C(C)(CO)O,c1c2C(=O)C(O)=C([C@H]3CC[C@@H](CC3)c3ccc(cc3)Cl)C(=O)c2ccc1.C(C)(CO)O,0
232,Atovaquone,mebendazole,c1cccc2C(=O)C(=C(C(=O)c12)[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl)O,c1c(ccc2nc(NC(=O)OC)[nH]c12)C(c1ccccc1)=O,c1cccc2C(=O)C(=C(C(=O)c12)[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl)O.c1c(ccc2nc(NC(=O)OC)[nH]c12)C(c1ccccc1)=O,0
233,Atovaquone,L-proline,c1c(ccc([C@H]2CC[C@@H](CC2)C2=C(C(=O)c3c(cccc3)C2=O)O)c1)Cl,C1[C@@H](C(O)=O)NCC1,c1c(ccc([C@H]2CC[C@@H](CC2)C2=C(C(=O)c3c(cccc3)C2=O)O)c1)Cl.C1[C@@H](C(O)=O)NCC1,0
234,Atovaquone,L-lysine,c1cc2c(cc1)C(=O)C(=C(O)C2=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1,C(CN)CC[C@H](N)C(=O)O,c1cc2c(cc1)C(=O)C(=C(O)C2=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1.C(CN)CC[C@H](N)C(=O)O,0
235,Atovaquone,L-ascorbic_acid,C1[C@H](C2=C(C(c3c(cccc3)C2=O)=O)O)CC[C@H](C1)c1ccc(cc1)Cl,C1(=C(O)[C@H](OC1=O)[C@@H](O)CO)O,C1[C@H](C2=C(C(c3c(cccc3)C2=O)=O)O)CC[C@H](C1)c1ccc(cc1)Cl.C1(=C(O)[C@H](OC1=O)[C@@H](O)CO)O,0
236,Atovaquone,stearic_acid,c1c(ccc(c1)Cl)[C@H]1CC[C@@H](CC1)C1=C(O)C(c2ccccc2C1=O)=O,C(CCCCCCCCCCCCCCCC)C(=O)O,c1c(ccc(c1)Cl)[C@H]1CC[C@@H](CC1)C1=C(O)C(c2ccccc2C1=O)=O.C(CCCCCCCCCCCCCCCC)C(=O)O,0
237,Atovaquone,(R)-(+)-Limonene,c1ccc2C(C(O)=C(C(=O)c2c1)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1)=O,C=C([C@H]1CC=C(C)CC1)C,c1ccc2C(C(O)=C(C(=O)c2c1)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1)=O.C=C([C@H]1CC=C(C)CC1)C,0
238,Atovaquone,meglumine,C1[C@H](CC[C@@H](C1)c1ccc(cc1)Cl)C1=C(O)C(c2c(C1=O)cccc2)=O,[C@@H](CNC)(O)[C@@H](O)[C@@H]([C@H](O)CO)O,C1[C@H](CC[C@@H](C1)c1ccc(cc1)Cl)C1=C(O)C(c2c(C1=O)cccc2)=O.[C@@H](CNC)(O)[C@@H](O)[C@@H]([C@H](O)CO)O,0
239,Atovaquone,hydrochlorothiazide,O=C1c2c(C(C(=C1O)[C@H]1CC[C@H](c3ccc(cc3)Cl)CC1)=O)cccc2,N1S(c2c(cc(c(S(=O)(N)=O)c2)Cl)NC1)(=O)=O,O=C1c2c(C(C(=C1O)[C@H]1CC[C@H](c3ccc(cc3)Cl)CC1)=O)cccc2.N1S(c2c(cc(c(S(=O)(N)=O)c2)Cl)NC1)(=O)=O,0
240,Atovaquone,ketoprofen,c1cc(Cl)ccc1[C@H]1CC[C@@H](CC1)C1C(c2ccccc2C(C=1O)=O)=O,CC(C(=O)O)c1cc(ccc1)C(=O)c1ccccc1,c1cc(Cl)ccc1[C@H]1CC[C@@H](CC1)C1C(c2ccccc2C(C=1O)=O)=O.CC(C(=O)O)c1cc(ccc1)C(=O)c1ccccc1,0
241,Atovaquone,memantine_hydrochloride,O=C1C([C@H]2CC[C@H](c3ccc(cc3)Cl)CC2)=C(O)C(c2ccccc21)=O,C1C2(N)CC3(CC(CC1(C)C3)C2)C,O=C1C([C@H]2CC[C@H](c3ccc(cc3)Cl)CC2)=C(O)C(c2ccccc21)=O.C1C2(N)CC3(CC(CC1(C)C3)C2)C,0
242,Atovaquone,naproxen_sodium,c1c(ccc(Cl)c1)[C@H]1CC[C@H](C2=C(O)C(c3c(cccc3)C2=O)=O)CC1,C[C@@H](c1cc2c(cc(OC)cc2)cc1)C(=O)[O-],c1c(ccc(Cl)c1)[C@H]1CC[C@H](C2=C(O)C(c3c(cccc3)C2=O)=O)CC1.C[C@@H](c1cc2c(cc(OC)cc2)cc1)C(=O)[O-],0
243,Atovaquone,mannitol,C1(=O)c2ccccc2C(C(=C1O)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1)=O,O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H](CO)O,C1(=O)c2ccccc2C(C(=C1O)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1)=O.O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H](CO)O,0
244,Atovaquone,D-sorbitol,c1c(ccc(Cl)c1)[C@H]1CC[C@@H](CC1)C1C(=O)c2ccccc2C(=O)C=1O,OC[C@H]([C@@H](O)[C@@H]([C@@H](O)CO)O)O,c1c(ccc(Cl)c1)[C@H]1CC[C@@H](CC1)C1C(=O)c2ccccc2C(=O)C=1O.OC[C@H]([C@@H](O)[C@@H]([C@@H](O)CO)O)O,0
245,Atovaquone,tannic_acid,O=C1C(O)=C([C@H]2CC[C@@H](CC2)c2ccc(cc2)Cl)C(c2c1cccc2)=O,c1c(cc(c(O)c1O)O)C(Oc1cc(cc(O)c1O)C(=O)O[C@H]1[C@H](OC(=O)c2cc(O)c(c(OC(c3cc(c(c(c3)O)O)O)=O)c2)O)O[C@@H]([C@@H](OC(=O)c2cc(c(O)c(OC(c3cc(c(c(c3)O)O)O)=O)c2)O)[C@@H]1OC(c1cc(c(O)c(OC(=O)c2cc(c(O)c(O)c2)O)c1)O)=O)COC(c1cc(c(c(O)c1)O)OC(c1cc(O)c(c(c1)O)O)=O)=O)=O,O=C1C(O)=C([C@H]2CC[C@@H](CC2)c2ccc(cc2)Cl)C(c2c1cccc2)=O.c1c(cc(c(O)c1O)O)C(Oc1cc(cc(O)c1O)C(=O)O[C@H]1[C@H](OC(=O)c2cc(O)c(c(OC(c3cc(c(c(c3)O)O)O)=O)c2)O)O[C@@H]([C@@H](OC(=O)c2cc(c(O)c(OC(c3cc(c(c(c3)O)O)O)=O)c2)O)[C@@H]1OC(c1cc(c(O)c(OC(=O)c2cc(c(O)c(O)c2)O)c1)O)=O)COC(c1cc(c(c(O)c1)O)OC(c1cc(O)c(c(c1)O)O)=O)=O)=O,0
246,Atovaquone,rhodamine_B,c1cc2C(=O)C(=C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)C(=O)c2cc1)O,c12c(-c3c(C(=O)O)cccc3)c3-c(cc(cc3)=[N+](CC)CC)oc1cc(cc2)N(CC)CC,c1cc2C(=O)C(=C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)C(=O)c2cc1)O.c12c(-c3c(C(=O)O)cccc3)c3-c(cc(cc3)=[N+](CC)CC)oc1cc(cc2)N(CC)CC,0
247,Atovaquone,moxifloxacin,C1C[C@H](CC[C@@H]1c1ccc(Cl)cc1)C1C(=O)c2ccccc2C(=O)C=1O,C(c1cn(C2CC2)c2c(OC)c(N3C[C@H]4[C@H](NCCC4)C3)c(F)cc2c1=O)(O)=O,C1C[C@H](CC[C@@H]1c1ccc(Cl)cc1)C1C(=O)c2ccccc2C(=O)C=1O.C(c1cn(C2CC2)c2c(OC)c(N3C[C@H]4[C@H](NCCC4)C3)c(F)cc2c1=O)(O)=O,0
248,Atovaquone,ciprofloxacin,OC1C(c2c(cccc2)C(=O)C=1[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1)=O,c1c(c(=O)c2cc(F)c(N3CCNCC3)cc2n1C1CC1)C(O)=O,OC1C(c2c(cccc2)C(=O)C=1[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1)=O.c1c(c(=O)c2cc(F)c(N3CCNCC3)cc2n1C1CC1)C(O)=O,0
249,Atovaquone,certirizine,C1(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(c2ccccc2C1=O)=O,C(OCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl)C(=O)O,C1(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(c2ccccc2C1=O)=O.C(OCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl)C(=O)O,0
250,Atovaquone,budesonide,C1(O)=C([C@H]2CC[C@@H](CC2)c2ccc(Cl)cc2)C(c2c(cccc2)C1=O)=O,C(C([C@]12[C@]3(C[C@@H]([C@@H]4[C@@]5(C)C=CC(=O)C=C5CC[C@H]4[C@@H]3C[C@H]1OC(CCC)O2)O)C)=O)O,C1(O)=C([C@H]2CC[C@@H](CC2)c2ccc(Cl)cc2)C(c2c(cccc2)C1=O)=O.C(C([C@]12[C@]3(C[C@@H]([C@@H]4[C@@]5(C)C=CC(=O)C=C5CC[C@H]4[C@@H]3C[C@H]1OC(CCC)O2)O)C)=O)O,1
251,Atovaquone,etidronic_acid,C1C[C@H](c2ccc(Cl)cc2)CC[C@H]1C1=C(O)C(=O)c2c(cccc2)C1=O,OP(C(P(O)(O)=O)(C)O)(=O)O,C1C[C@H](c2ccc(Cl)cc2)CC[C@H]1C1=C(O)C(=O)c2c(cccc2)C1=O.OP(C(P(O)(O)=O)(C)O)(=O)O,0
252,Atovaquone,emtricitabine,c1(Cl)ccc([C@H]2CC[C@H](C3C(c4ccccc4C(=O)C=3O)=O)CC2)cc1,n1c(c(F)cn([C@@H]2CS[C@@H](O2)CO)c1=O)N,c1(Cl)ccc([C@H]2CC[C@H](C3C(c4ccccc4C(=O)C=3O)=O)CC2)cc1.n1c(c(F)cn([C@@H]2CS[C@@H](O2)CO)c1=O)N,0
253,Atovaquone,metoprolol(+)-tartrate,c1c(ccc(c1)Cl)[C@H]1CC[C@@H](CC1)C1C(=O)c2ccccc2C(=O)C=1O,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,c1c(ccc(c1)Cl)[C@H]1CC[C@@H](CC1)C1C(=O)c2ccccc2C(=O)C=1O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,0
254,Atovaquone,phenytoin,c1c2c(C(=O)C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)=C(O)C2=O)ccc1,c1ccc(C2(c3ccccc3)C(NC(=O)N2)=O)cc1,c1c2c(C(=O)C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)=C(O)C2=O)ccc1.c1ccc(C2(c3ccccc3)C(NC(=O)N2)=O)cc1,0
255,Atovaquone,propranolol_hydrochloride,c12ccccc2C(=O)C(=C(O)C1=O)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1,C(C(COc1cccc2ccccc12)O)NC(C)C,c12ccccc2C(=O)C(=C(O)C1=O)[C@H]1CC[C@H](c2ccc(cc2)Cl)CC1.C(C(COc1cccc2ccccc12)O)NC(C)C,1
256,Atovaquone,captan,c1c(Cl)ccc([C@H]2CC[C@@H](CC2)C2C(=O)c3ccccc3C(C=2O)=O)c1,N1(C(=O)C2C(C1=O)CC=CC2)SC(Cl)(Cl)Cl,c1c(Cl)ccc([C@H]2CC[C@@H](CC2)C2C(=O)c3ccccc3C(C=2O)=O)c1.N1(C(=O)C2C(C1=O)CC=CC2)SC(Cl)(Cl)Cl,0
257,Atovaquone,neotame,C1(=C(O)C(=O)c2ccccc2C1=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1,C(C)(C)(C)CCN[C@@H](CC(=O)O)C(N[C@@H](Cc1ccccc1)C(=O)OC)=O,C1(=C(O)C(=O)c2ccccc2C1=O)[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1.C(C)(C)(C)CCN[C@@H](CC(=O)O)C(N[C@@H](Cc1ccccc1)C(=O)OC)=O,0
258,Atovaquone,alendronate_sodium,OC1=C([C@H]2CC[C@H](c3ccc(cc3)Cl)CC2)C(c2c(cccc2)C1=O)=O,O=P([O-])(C(O)(P(=O)(O)O)CCCN)O,OC1=C([C@H]2CC[C@H](c3ccc(cc3)Cl)CC2)C(c2c(cccc2)C1=O)=O.O=P([O-])(C(O)(P(=O)(O)O)CCCN)O,0
259,Atovaquone,piroxicam,c1cc(ccc1[C@H]1CC[C@@H](CC1)C1=C(C(=O)c2ccccc2C1=O)O)Cl,c12c(C(O)=C(C(=O)Nc3ncccc3)N(C)S1(=O)=O)cccc2,c1cc(ccc1[C@H]1CC[C@@H](CC1)C1=C(C(=O)c2ccccc2C1=O)O)Cl.c12c(C(O)=C(C(=O)Nc3ncccc3)N(C)S1(=O)=O)cccc2,0
260,Atovaquone,desipramine_hydrochloride,Clc1ccc(cc1)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,C(CCNC)N1c2c(CCc3c1cccc3)cccc2,Clc1ccc(cc1)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1.C(CCNC)N1c2c(CCc3c1cccc3)cccc2,1
261,Atovaquone,nadolol,C1C[C@H](C2C(=O)c3c(C(=O)C=2O)cccc3)CC[C@H]1c1ccc(Cl)cc1,OC(CNC(C)(C)C)COc1cccc2c1C[C@@H]([C@@H](C2)O)O,C1C[C@H](C2C(=O)c3c(C(=O)C=2O)cccc3)CC[C@H]1c1ccc(Cl)cc1.OC(CNC(C)(C)C)COc1cccc2c1C[C@@H]([C@@H](C2)O)O,0
262,Atovaquone,omeprazole,C1(C(=O)c2c(cccc2)C(=O)C=1[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl)O,COc1c(cnc(c1C)CS(c1nc2ccc(cc2[nH]1)OC)=O)C,C1(C(=O)c2c(cccc2)C(=O)C=1[C@H]1CC[C@@H](CC1)c1ccc(cc1)Cl)O.COc1c(cnc(c1C)CS(c1nc2ccc(cc2[nH]1)OC)=O)C,0
263,Atovaquone,labetalol_hydrochloride,C1C[C@H](CC[C@@H]1c1ccc(Cl)cc1)C1C(=O)c2ccccc2C(C=1O)=O,OC(c1cc(C(N)=O)c(cc1)O)CNC(CCc1ccccc1)C,C1C[C@H](CC[C@@H]1c1ccc(Cl)cc1)C1C(=O)c2ccccc2C(C=1O)=O.OC(c1cc(C(N)=O)c(cc1)O)CNC(CCc1ccccc1)C,0
264,Atovaquone,prednisone,C1(=C([C@H]2CC[C@@H](CC2)c2ccc(cc2)Cl)C(=O)c2ccccc2C1=O)O,C1[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(C[C@@]2([C@](C1)(C(=O)CO)O)C)=O)C,C1(=C([C@H]2CC[C@@H](CC2)c2ccc(cc2)Cl)C(=O)c2ccccc2C1=O)O.C1[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(C[C@@]2([C@](C1)(C(=O)CO)O)C)=O)C,0
265,Atovaquone,risperidone,c1cccc2C(=O)C(=C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)C(=O)c21)O,c1cc2c(onc2C2CCN(CC2)CCc2c(n3CCCCc3nc2C)=O)cc1F,c1cccc2C(=O)C(=C([C@H]3CC[C@H](c4ccc(cc4)Cl)CC3)C(=O)c21)O.c1cc2c(onc2C2CCN(CC2)CCc2c(n3CCCCc3nc2C)=O)cc1F,1
266,Atovaquone,fluconazole,C1C[C@H](C2C(c3ccccc3C(C=2O)=O)=O)CC[C@H]1c1ccc(Cl)cc1,n1cncn1CC(O)(Cn1cncn1)c1c(cc(F)cc1)F,C1C[C@H](C2C(c3ccccc3C(C=2O)=O)=O)CC[C@H]1c1ccc(Cl)cc1.n1cncn1CC(O)(Cn1cncn1)c1c(cc(F)cc1)F,0
267,Atovaquone,methotrexate_hydrate,c1ccc2c(c1)C(=O)C(O)=C(C2=O)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1,OC(CC[C@@H](C(O)=O)NC(=O)c1ccc(cc1)N(C)Cc1cnc2nc(N)nc(c2n1)N)=O,c1ccc2c(c1)C(=O)C(O)=C(C2=O)[C@H]1CC[C@@H](CC1)c1ccc(Cl)cc1.OC(CC[C@@H](C(O)=O)NC(=O)c1ccc(cc1)N(C)Cc1cnc2nc(N)nc(c2n1)N)=O,0
268,Atovaquone,tenofovir_alafenamide,c1cc(Cl)ccc1[C@H]1CC[C@H](C2C(=O)c3ccccc3C(C=2O)=O)CC1,c1(O[P@@](=O)(CO[C@H](C)Cn2cnc3c2ncnc3N)N[C@@H](C)C(=O)OC(C)C)ccccc1,c1cc(Cl)ccc1[C@H]1CC[C@H](C2C(=O)c3ccccc3C(C=2O)=O)CC1.c1(O[P@@](=O)(CO[C@H](C)Cn2cnc3c2ncnc3N)N[C@@H](C)C(=O)OC(C)C)ccccc1,0
