,drug_name,exc_name,drug_smile,exc_smile,pair_smile
231,Lapatinib,GLYCERYL_DISTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCCCC
232,Lapatinib,SORBITAN_MONOSTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O
233,Lapatinib,SORBITAN_TRISTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC
234,Lapatinib,BUTYL_STEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCCCC
235,Lapatinib,POLYOXYL_40_STEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCCO
236,Lapatinib,GLYCOL_DISTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC
237,Lapatinib,PEG-2_STEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OCCOCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OCCOCCO
238,Lapatinib,"1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE",CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
239,Lapatinib,SUCROSE_DISTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@]1(OC(=O)CCCCCCCCCCCCCCCCC)[C@@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@]1(OC(=O)CCCCCCCCCCCCCCCCC)[C@@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O
240,Lapatinib,METHYL_GLUCOSE_SESQUISTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
241,Lapatinib,ALUMINUM_STEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3]
242,Lapatinib,Calcium_stearate,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2]
243,Lapatinib,Magnesium_stearate,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
244,Lapatinib,ZINC_STEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Zn+2],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Zn+2]
245,Lapatinib,ALUMINUM_MONOSTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].[AlH2+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].[AlH2+]
246,Lapatinib,SODIUM_STEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC(=O)[O-].[Na+]
247,Lapatinib,TRIBEHENIN,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC
248,Lapatinib,GLYCERYL_DIBEHENATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.CCCCCCCCCCCCCCCCCCCCCC(=O)[O-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.CCCCCCCCCCCCCCCCCCCCCC(=O)[O-]
249,Lapatinib,HYDROXYOCTACOSANYL_HYDROXYSTEARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCCCCCCCCCC(O)COC(=O)CCCCCCCCCCC(O)CCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCCCCCCCCCC(O)COC(=O)CCCCCCCCCCC(O)CCCCCC
250,Lapatinib,DOCOSANOL,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCCCCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCCCCCO
251,Lapatinib,STEARYL_ALCOHOL,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCO
252,Lapatinib,CETOSTEARYL_ALCOHOL,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO
253,Lapatinib,SODIUM_STEARYL_FUMARATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)[O-].[Na+]
254,Lapatinib,Stearyl_citrate,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCOC(=O)CC(O)(CC(=O)[O-])C(=O)[O-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCOC(=O)CC(O)(CC(=O)[O-])C(=O)[O-]
255,Lapatinib,PPG-15_STEARYL_ETHER,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCOCC(C)O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCOCC(C)O
256,Lapatinib,STEARETH-40,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCOCC[O],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCOCC[O]
257,Lapatinib,SODIUM_CETOSTEARYL_SULFATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
258,Lapatinib,STEAROXYTRIMETHYLSILANE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCCO[Si](C)(C)C,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCCO[Si](C)(C)C
259,Lapatinib,STEARALKONIUM_CHLORIDE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
260,Lapatinib,QUATERNIUM-52,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCCC[N+](CCOCCO)(CCOCCO)CCOCCO.O=P([O-])([O-])[O-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCCC[N+](CCOCCO)(CCOCCO)CCOCCO.O=P([O-])([O-])[O-]
261,Lapatinib,CETYL_ALCOHOL,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCO
262,Lapatinib,CETYL_PALMITATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
263,Lapatinib,ISOCETETH-20,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCOCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCOCCO
264,Lapatinib,CETRIMONIUM_CHLORIDE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
265,Lapatinib,PALMITAMINE_OXIDE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCC[N+](C)(C)[O-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCC[N+](C)(C)[O-]
266,Lapatinib,CETYLPYRIDINIUM_CHLORIDE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCCCn1cc[cH+]cc1.O.[Cl-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCCCn1cc[cH+]cc1.O.[Cl-]
267,Lapatinib,MYRISTYL_ALCOHOL,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCO
268,Lapatinib,MYRISTYL_LACTATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCOC(=O)C(C)O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCOC(=O)C(C)O
269,Lapatinib,ALKYL_ARYL_SODIUM_SULFONATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCCS(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCCS(=O)(=O)[O-].[Na+]
270,Lapatinib,BENZALKONIUM_CHLORIDE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
271,Lapatinib,MIRIPIRIUM_CHLORIDE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-]
272,Lapatinib,TRIDECETH-10,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCCOCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCCOCCO
273,Lapatinib,LAURYL_LACTATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOC(=O)C(C)O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOC(=O)C(C)O
274,Lapatinib,DISODIUM_LAURYL_SULFOSUCCINATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOC(=O)CC(C(=O)O)S(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOC(=O)CC(C(=O)O)S(=O)(=O)[O-].[Na+]
275,Lapatinib,Dilauryl_thiodipropionate,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC
276,Lapatinib,SODIUM_LAURYL_SULFOACETATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
277,Lapatinib,LAURETH-4,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOCCO
278,Lapatinib,LAURETH-2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOCCOCCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOCCOCCO
279,Lapatinib,DISODIUM_LAURETH_SULFOSUCCINATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOCCOCCOCCOC(=O)CC(C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOCCOCCOCCOC(=O)CC(C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
280,Lapatinib,SODIUM_LAURETH-3_SULFATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+]
281,Lapatinib,SODIUM_LAURETH-2_SULFATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+]
282,Lapatinib,SODIUM_LAURETH-5_SULFATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
283,Lapatinib,TRIETHANOLAMINE_LAURYL_SULFATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOS(=O)(=O)O.OCCN(CCO)CCO,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOS(=O)(=O)O.OCCN(CCO)CCO
284,Lapatinib,AMMONIUM_LAURYL_SULFATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+]
