drug_name,exc_name,drug_smile,exc_smile,pair_smile,class
Fulvestrant,beta_carotene,C1C[C@]2(C)[C@@H](O)CC[C@H]2C2[C@H]1c1c(C[C@H]2CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)cc(cc1)O,CC1(CCCC(C)=C1/C=C/C(=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C)C)C,C1C[C@]2(C)[C@@H](O)CC[C@H]2C2[C@H]1c1c(C[C@H]2CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)cc(cc1)O.CC1(CCCC(C)=C1/C=C/C(=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C)C)C,1
Fulvestrant,beta_carotene,c12c(ccc(c1)O)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@H]3O)C1[C@@H](C2)CCCCCCCCCS(CCCC(F)(F)C(F)(F)F)=O,C1(C)(C(/C=C/C(C)=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C)CCCC2(C)C)C)C)C)=C(CCC1)C)C,c12c(ccc(c1)O)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@H]3O)C1[C@@H](C2)CCCCCCCCCS(CCCC(F)(F)C(F)(F)F)=O.C1(C)(C(/C=C/C(C)=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C)CCCC2(C)C)C)C)C)=C(CCC1)C)C,1
Fulvestrant,beta_carotene,S(=O)(CCCC(F)(C(F)(F)F)F)CCCCCCCCC[C@H]1C2[C@H](CC[C@@]3([C@@H](O)CC[C@@H]23)C)c2c(C1)cc(cc2)O,CC1(C)C(/C=C/C(=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)C)C)C)=C(CCC1)C,S(=O)(CCCC(F)(C(F)(F)F)F)CCCCCCCCC[C@H]1C2[C@H](CC[C@@]3([C@@H](O)CC[C@@H]23)C)c2c(C1)cc(cc2)O.CC1(C)C(/C=C/C(=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)C)C)C)=C(CCC1)C,1
Fulvestrant,beta_carotene,FC(C(F)(F)F)(CCCS(=O)CCCCCCCCC[C@@H]1Cc2cc(ccc2[C@H]2CC[C@@]3([C@H](CC[C@H]3C21)O)C)O)F,C1(=C(C(C)(C)CCC1)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1C(C)(C)CCCC=1C)C)C)C)C)C,FC(C(F)(F)F)(CCCS(=O)CCCCCCCCC[C@@H]1Cc2cc(ccc2[C@H]2CC[C@@]3([C@H](CC[C@H]3C21)O)C)O)F.C1(=C(C(C)(C)CCC1)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1C(C)(C)CCCC=1C)C)C)C)C)C,1
Fulvestrant,beta_carotene,C(CCS(=O)CCCCCCCCC[C@H]1C2[C@H](CC[C@]3(C)[C@H](CC[C@H]32)O)c2ccc(O)cc2C1)C(F)(C(F)(F)F)F,C(\C1C(C)(CCCC=1C)C)=C/C(C)=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C)C,C(CCS(=O)CCCCCCCCC[C@H]1C2[C@H](CC[C@]3(C)[C@H](CC[C@H]32)O)c2ccc(O)cc2C1)C(F)(C(F)(F)F)F.C(\C1C(C)(CCCC=1C)C)=C/C(C)=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C)C,1
Fulvestrant,beta_carotene,O=S(CCCCCCCCC[C@@H]1Cc2c([C@@H]3C1[C@H]1[C@@]([C@@H](O)CC1)(CC3)C)ccc(c2)O)CCCC(F)(C(F)(F)F)F,C(C)(/C=C/C1C(CCCC=1C)(C)C)=C\C=C\C(=C\C=C\C=C(\C=C\C=C(C)\C=C\C1C(CCCC=1C)(C)C)C)C,O=S(CCCCCCCCC[C@@H]1Cc2c([C@@H]3C1[C@H]1[C@@]([C@@H](O)CC1)(CC3)C)ccc(c2)O)CCCC(F)(C(F)(F)F)F.C(C)(/C=C/C1C(CCCC=1C)(C)C)=C\C=C\C(=C\C=C\C=C(\C=C\C=C(C)\C=C\C1C(CCCC=1C)(C)C)C)C,1
Fulvestrant,beta_carotene,FC(CCCS(CCCCCCCCC[C@H]1C2[C@H](CC[C@]3(C)[C@H](CC[C@H]32)O)c2c(cc(O)cc2)C1)=O)(F)C(F)(F)F,C(/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)C)C)=C\C=C(\C=C\C=C(\C=C\C1=C(CCCC1(C)C)C)C)C,FC(CCCS(CCCCCCCCC[C@H]1C2[C@H](CC[C@]3(C)[C@H](CC[C@H]32)O)c2c(cc(O)cc2)C1)=O)(F)C(F)(F)F.C(/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)C)C)=C\C=C(\C=C\C=C(\C=C\C1=C(CCCC1(C)C)C)C)C,1
Fulvestrant,beta_carotene,C(C(F)(F)F)(CCCS(CCCCCCCCC[C@@H]1Cc2c(ccc(O)c2)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3C21)O)=O)(F)F,C(/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C=C/C1C(C)(CCCC=1C)C)C)=C\C1=C(C)CCCC1(C)C,C(C(F)(F)F)(CCCS(CCCCCCCCC[C@@H]1Cc2c(ccc(O)c2)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3C21)O)=O)(F)F.C(/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C=C/C1C(C)(CCCC=1C)C)C)=C\C1=C(C)CCCC1(C)C,1
Fulvestrant,beta_carotene,c1c(cc2c(c1)[C@@H]1C([C@@H](C2)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)[C@H]2[C@]([C@@H](O)CC2)(C)CC1)O,C1C(=C(/C=C/C(=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C2C(C)(C)CCCC=2C)C)C)C(C)(CC1)C)C,c1c(cc2c(c1)[C@@H]1C([C@@H](C2)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)[C@H]2[C@]([C@@H](O)CC2)(C)CC1)O.C1C(=C(/C=C/C(=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C2C(C)(C)CCCC=2C)C)C)C(C)(CC1)C)C,1
Fulvestrant,beta_carotene,FC(F)(C(F)(CCCS(CCCCCCCCC[C@H]1C2[C@H](CC[C@@]3(C)[C@H]2CC[C@@H]3O)c2ccc(cc2C1)O)=O)F)F,C1(CCCC(=C1/C=C/C(=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C1C(C)(CCCC=1C)C)C)C)C)(C)C,FC(F)(C(F)(CCCS(CCCCCCCCC[C@H]1C2[C@H](CC[C@@]3(C)[C@H]2CC[C@@H]3O)c2ccc(cc2C1)O)=O)F)F.C1(CCCC(=C1/C=C/C(=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C1C(C)(CCCC=1C)C)C)C)C)(C)C,1
Fulvestrant,beta_carotene,[C@H]12CC[C@@]3([C@@H](O)CC[C@H]3C1[C@H](CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)Cc1c2ccc(c1)O)C,C(/C=C/C1C(CCCC=1C)(C)C)(=C\C=C\C(=C\C=C\C=C(C)\C=C\C=C(\C=C\C1C(CCCC=1C)(C)C)C)C)C,[C@H]12CC[C@@]3([C@@H](O)CC[C@H]3C1[C@H](CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)Cc1c2ccc(c1)O)C.C(/C=C/C1C(CCCC=1C)(C)C)(=C\C=C\C(=C\C=C\C=C(C)\C=C\C=C(\C=C\C1C(CCCC=1C)(C)C)C)C)C,1
Fulvestrant,beta_carotene,C(CCCCCCC[C@H]1C2[C@@H](c3c(cc(O)cc3)C1)CC[C@]1([C@H]2CC[C@@H]1O)C)CS(CCCC(F)(F)C(F)(F)F)=O,C(=C/C=C(/C=C/C=C(/C=C/C1C(CCCC=1C)(C)C)C)C)\C=C(\C=C\C=C(\C=C\C1C(CCCC=1C)(C)C)C)C,C(CCCCCCC[C@H]1C2[C@@H](c3c(cc(O)cc3)C1)CC[C@]1([C@H]2CC[C@@H]1O)C)CS(CCCC(F)(F)C(F)(F)F)=O.C(=C/C=C(/C=C/C=C(/C=C/C1C(CCCC=1C)(C)C)C)C)\C=C(\C=C\C=C(\C=C\C1C(CCCC=1C)(C)C)C)C,1
Fulvestrant,beta_carotene,[C@]12(CC[C@@H]3c4ccc(cc4C[C@H](C3[C@@H]2CC[C@@H]1O)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)O)C,CC1(CCCC(C)=C1/C=C/C(=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C1C(CCCC=1C)(C)C)C)C)C,[C@]12(CC[C@@H]3c4ccc(cc4C[C@H](C3[C@@H]2CC[C@@H]1O)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)O)C.CC1(CCCC(C)=C1/C=C/C(=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C1C(CCCC=1C)(C)C)C)C)C,1
Fulvestrant,congo_red,c12C[C@H](C3[C@H]4[C@@](C)([C@H](CC4)O)CC[C@@H]3c2ccc(O)c1)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,c1(c2ccccc2c(c(c1)N=Nc1ccc(-c2ccc(cc2)N=Nc2c(c3ccccc3c(S([O-])(=O)=O)c2)N)cc1)N)S(=O)([O-])=O,c12C[C@H](C3[C@H]4[C@@](C)([C@H](CC4)O)CC[C@@H]3c2ccc(O)c1)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F.c1(c2ccccc2c(c(c1)N=Nc1ccc(-c2ccc(cc2)N=Nc2c(c3ccccc3c(S([O-])(=O)=O)c2)N)cc1)N)S(=O)([O-])=O,1
Fulvestrant,congo_red,[C@H]12C([C@H](CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)Cc3c1ccc(O)c3)[C@@H]1CC[C@@H]([C@@]1(C)CC2)O,O=S(=O)([O-])c1cc(N=Nc2ccc(cc2)-c2ccc(cc2)N=Nc2cc(c3c(cccc3)c2N)S(=O)(=O)[O-])c(N)c2c1cccc2,[C@H]12C([C@H](CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)Cc3c1ccc(O)c3)[C@@H]1CC[C@@H]([C@@]1(C)CC2)O.O=S(=O)([O-])c1cc(N=Nc2ccc(cc2)-c2ccc(cc2)N=Nc2cc(c3c(cccc3)c2N)S(=O)(=O)[O-])c(N)c2c1cccc2,1
Fulvestrant,congo_red,[C@@H]12[C@@](CC[C@H]3C1[C@H](CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)Cc1c3ccc(O)c1)(C)[C@@H](O)CC2,O=S(=O)(c1cc(c(c2c1cccc2)N)N=Nc1ccc(cc1)-c1ccc(cc1)N=Nc1c(N)c2ccccc2c(c1)S([O-])(=O)=O)[O-],[C@@H]12[C@@](CC[C@H]3C1[C@H](CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)Cc1c3ccc(O)c1)(C)[C@@H](O)CC2.O=S(=O)(c1cc(c(c2c1cccc2)N)N=Nc1ccc(cc1)-c1ccc(cc1)N=Nc1c(N)c2ccccc2c(c1)S([O-])(=O)=O)[O-],1
Fulvestrant,congo_red,FC(F)(C(CCCS(=O)CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@@H]2C1[C@H]1[C@]([C@H](CC1)O)(C)CC2)(F)F)F,c1(ccc(cc1)N=Nc1cc(c2c(cccc2)c1N)S([O-])(=O)=O)-c1ccc(cc1)N=Nc1cc(c2ccccc2c1N)S(=O)(=O)[O-],FC(F)(C(CCCS(=O)CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@@H]2C1[C@H]1[C@]([C@H](CC1)O)(C)CC2)(F)F)F.c1(ccc(cc1)N=Nc1cc(c2c(cccc2)c1N)S([O-])(=O)=O)-c1ccc(cc1)N=Nc1cc(c2ccccc2c1N)S(=O)(=O)[O-],1
Fulvestrant,congo_red,O[C@@H]1[C@@]2([C@@H](CC1)C1[C@H](CC2)c2c(C[C@H]1CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)cc(O)cc2)C,c1(ccc(-c2ccc(cc2)N=Nc2c(N)c3c(c(c2)S([O-])(=O)=O)cccc3)cc1)N=Nc1c(c2ccccc2c(c1)S([O-])(=O)=O)N,O[C@@H]1[C@@]2([C@@H](CC1)C1[C@H](CC2)c2c(C[C@H]1CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)cc(O)cc2)C.c1(ccc(-c2ccc(cc2)N=Nc2c(N)c3c(c(c2)S([O-])(=O)=O)cccc3)cc1)N=Nc1c(c2ccccc2c(c1)S([O-])(=O)=O)N,1
Fulvestrant,congo_red,S(=O)(CCCC(C(F)(F)F)(F)F)CCCCCCCCC[C@H]1C2[C@@H]3CC[C@@H]([C@@]3(C)CC[C@@H]2c2ccc(cc2C1)O)O,S(=O)([O-])(c1cc(N=Nc2ccc(-c3ccc(cc3)N=Nc3c(c4c(cccc4)c(c3)S(=O)(=O)[O-])N)cc2)c(c2ccccc21)N)=O,S(=O)(CCCC(C(F)(F)F)(F)F)CCCCCCCCC[C@H]1C2[C@@H]3CC[C@@H]([C@@]3(C)CC[C@@H]2c2ccc(cc2C1)O)O.S(=O)([O-])(c1cc(N=Nc2ccc(-c3ccc(cc3)N=Nc3c(c4c(cccc4)c(c3)S(=O)(=O)[O-])N)cc2)c(c2ccccc21)N)=O,1
Fulvestrant,congo_red,C(CCCS(=O)CCCC(C(F)(F)F)(F)F)CCCCC[C@H]1C2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2c(C1)cc(cc2)O)C,c1(-c2ccc(cc2)N=Nc2cc(c3ccccc3c2N)S(=O)([O-])=O)ccc(cc1)N=Nc1c(N)c2ccccc2c(S(=O)(=O)[O-])c1,C(CCCS(=O)CCCC(C(F)(F)F)(F)F)CCCCC[C@H]1C2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2c(C1)cc(cc2)O)C.c1(-c2ccc(cc2)N=Nc2cc(c3ccccc3c2N)S(=O)([O-])=O)ccc(cc1)N=Nc1c(N)c2ccccc2c(S(=O)(=O)[O-])c1,1
Fulvestrant,congo_red,c1c2c(ccc1O)[C@H]1CC[C@@]3([C@@H](O)CC[C@H]3C1[C@H](CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)C2)C,N(=Nc1c(N)c2c(c(c1)S([O-])(=O)=O)cccc2)c1ccc(-c2ccc(N=Nc3c(c4c(c(c3)S([O-])(=O)=O)cccc4)N)cc2)cc1,c1c2c(ccc1O)[C@H]1CC[C@@]3([C@@H](O)CC[C@H]3C1[C@H](CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)C2)C.N(=Nc1c(N)c2c(c(c1)S([O-])(=O)=O)cccc2)c1ccc(-c2ccc(N=Nc3c(c4c(c(c3)S([O-])(=O)=O)cccc4)N)cc2)cc1,1
Fulvestrant,congo_red,c1c(cc2c([C@@H]3C([C@@H]4CC[C@@H]([C@@]4(C)CC3)O)[C@H](CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)C2)c1)O,c1(-c2ccc(N=Nc3c(c4c(cccc4)c(c3)S(=O)([O-])=O)N)cc2)ccc(N=Nc2cc(S([O-])(=O)=O)c3ccccc3c2N)cc1,c1c(cc2c([C@@H]3C([C@@H]4CC[C@@H]([C@@]4(C)CC3)O)[C@H](CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)C2)c1)O.c1(-c2ccc(N=Nc3c(c4c(cccc4)c(c3)S(=O)([O-])=O)N)cc2)ccc(N=Nc2cc(S([O-])(=O)=O)c3ccccc3c2N)cc1,1
Fulvestrant,congo_red,FC(C(F)(F)F)(CCCS(CCCCCCCCC[C@@H]1Cc2c(ccc(O)c2)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3C12)O)=O)F,c1cc(ccc1-c1ccc(N=Nc2cc(S(=O)(=O)[O-])c3ccccc3c2N)cc1)N=Nc1c(N)c2ccccc2c(c1)S(=O)([O-])=O,FC(C(F)(F)F)(CCCS(CCCCCCCCC[C@@H]1Cc2c(ccc(O)c2)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3C12)O)=O)F.c1cc(ccc1-c1ccc(N=Nc2cc(S(=O)(=O)[O-])c3ccccc3c2N)cc1)N=Nc1c(N)c2ccccc2c(c1)S(=O)([O-])=O,1
Fulvestrant,congo_red,C1C[C@@H]([C@@]2(C)CC[C@@H]3c4ccc(O)cc4C[C@H](C3[C@@H]21)CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)O,c1ccc2c(c(cc(S(=O)([O-])=O)c2c1)N=Nc1ccc(-c2ccc(cc2)N=Nc2cc(c3ccccc3c2N)S(=O)(=O)[O-])cc1)N,C1C[C@@H]([C@@]2(C)CC[C@@H]3c4ccc(O)cc4C[C@H](C3[C@@H]21)CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)O.c1ccc2c(c(cc(S(=O)([O-])=O)c2c1)N=Nc1ccc(-c2ccc(cc2)N=Nc2cc(c3ccccc3c2N)S(=O)(=O)[O-])cc1)N,1
Fulvestrant,congo_red,C1C[C@H]2C3[C@@H](c4c(C[C@H]3CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)cc(cc4)O)CC[C@]2(C)[C@H]1O,c1c2c(c(N)c(cc2S(=O)([O-])=O)N=Nc2ccc(cc2)-c2ccc(N=Nc3cc(c4ccccc4c3N)S(=O)([O-])=O)cc2)ccc1,C1C[C@H]2C3[C@@H](c4c(C[C@H]3CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)cc(cc4)O)CC[C@]2(C)[C@H]1O.c1c2c(c(N)c(cc2S(=O)([O-])=O)N=Nc2ccc(cc2)-c2ccc(N=Nc3cc(c4ccccc4c3N)S(=O)([O-])=O)cc2)ccc1,1
Fulvestrant,congo_red,Oc1ccc2[C@H]3CC[C@]4([C@@H](CC[C@@H]4O)C3[C@@H](Cc2c1)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C,c1cc(ccc1-c1ccc(cc1)N=Nc1c(c2c(cccc2)c(S(=O)(=O)[O-])c1)N)N=Nc1c(N)c2ccccc2c(c1)S([O-])(=O)=O,Oc1ccc2[C@H]3CC[C@]4([C@@H](CC[C@@H]4O)C3[C@@H](Cc2c1)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C.c1cc(ccc1-c1ccc(cc1)N=Nc1c(c2c(cccc2)c(S(=O)(=O)[O-])c1)N)N=Nc1c(N)c2ccccc2c(c1)S([O-])(=O)=O,1
Fulvestrant,congo_red,Oc1cc2c([C@@H]3C([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C2)[C@H]2[C@]([C@H](CC2)O)(C)CC3)cc1,N(=Nc1ccc(-c2ccc(N=Nc3cc(S(=O)([O-])=O)c4c(c3N)cccc4)cc2)cc1)c1cc(c2ccccc2c1N)S(=O)(=O)[O-],Oc1cc2c([C@@H]3C([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C2)[C@H]2[C@]([C@H](CC2)O)(C)CC3)cc1.N(=Nc1ccc(-c2ccc(N=Nc3cc(S(=O)([O-])=O)c4c(c3N)cccc4)cc2)cc1)c1cc(c2ccccc2c1N)S(=O)(=O)[O-],1
Fulvestrant,congo_red,[C@@]12([C@H](C3[C@@H](Cc4cc(O)ccc4[C@H]3CC2)CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)CC[C@@H]1O)C,c1cc(ccc1N=Nc1cc(c2ccccc2c1N)S(=O)([O-])=O)-c1ccc(N=Nc2cc(c3ccccc3c2N)S(=O)(=O)[O-])cc1,[C@@]12([C@H](C3[C@@H](Cc4cc(O)ccc4[C@H]3CC2)CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)CC[C@@H]1O)C.c1cc(ccc1N=Nc1cc(c2ccccc2c1N)S(=O)([O-])=O)-c1ccc(N=Nc2cc(c3ccccc3c2N)S(=O)(=O)[O-])cc1,1
Fulvestrant,vitamin_A_palmitate,C(CCS(=O)CCCC(F)(C(F)(F)F)F)CCCCCC[C@@H]1Cc2c(ccc(c2)O)[C@H]2CC[C@@]3([C@H](CC[C@H]3C21)O)C,CC1CCCC(C)(C)C=1/C=C/C(C)=C/C=C/C(C)=C/COC(CCCCCCCCCCCCCCC)=O,C(CCS(=O)CCCC(F)(C(F)(F)F)F)CCCCCC[C@@H]1Cc2c(ccc(c2)O)[C@H]2CC[C@@]3([C@H](CC[C@H]3C21)O)C.CC1CCCC(C)(C)C=1/C=C/C(C)=C/C=C/C(C)=C/COC(CCCCCCCCCCCCCCC)=O,1
Fulvestrant,vitamin_A_palmitate,C(S(=O)CCCCCCCCC[C@@H]1Cc2cc(ccc2[C@H]2CC[C@@]3(C)[C@H](C21)CC[C@@H]3O)O)CCC(F)(F)C(F)(F)F,C1(/C=C/C(C)=C/C=C/C(C)=C/COC(=O)CCCCCCCCCCCCCCC)C(CCCC=1C)(C)C,C(S(=O)CCCCCCCCC[C@@H]1Cc2cc(ccc2[C@H]2CC[C@@]3(C)[C@H](C21)CC[C@@H]3O)O)CCC(F)(F)C(F)(F)F.C1(/C=C/C(C)=C/C=C/C(C)=C/COC(=O)CCCCCCCCCCCCCCC)C(CCCC=1C)(C)C,1
Fulvestrant,vitamin_A_palmitate,C1[C@H](C2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2ccc(O)cc21)C)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F,C(/C=C/C=C(C)/C=C/C1C(C)(CCCC=1C)C)(=C\COC(=O)CCCCCCCCCCCCCCC)C,C1[C@H](C2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2ccc(O)cc21)C)CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F.C(/C=C/C=C(C)/C=C/C1C(C)(CCCC=1C)C)(=C\COC(=O)CCCCCCCCCCCCCCC)C,1
Fulvestrant,vitamin_A_palmitate,c1c(cc2C[C@@H](CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)C3[C@H]4[C@@](C)([C@@H](O)CC4)CC[C@@H]3c2c1)O,C(C)CCCCCCCCCCCCCC(=O)OC/C=C(/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C,c1c(cc2C[C@@H](CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F)C3[C@H]4[C@@](C)([C@@H](O)CC4)CC[C@@H]3c2c1)O.C(C)CCCCCCCCCCCCCC(=O)OC/C=C(/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C,1
Fulvestrant,vitamin_A_palmitate,FC(C(F)(F)F)(F)CCCS(CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3([C@H](C21)CC[C@@H]3O)C)=O,C1(CCCC(C=1/C=C/C(C)=C/C=C/C(=C/COC(CCCCCCCCCCCCCCC)=O)C)(C)C)C,FC(C(F)(F)F)(F)CCCS(CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3([C@H](C21)CC[C@@H]3O)C)=O.C1(CCCC(C=1/C=C/C(C)=C/C=C/C(=C/COC(CCCCCCCCCCCCCCC)=O)C)(C)C)C,1
Fulvestrant,vitamin_A_palmitate,[C@@H]12c3c(cc(O)cc3)C[C@H](C1[C@@H]1CC[C@H](O)[C@]1(CC2)C)CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O,O(C/C=C(C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C(=O)CCCCCCCCCCCCCCC,[C@@H]12c3c(cc(O)cc3)C[C@H](C1[C@@H]1CC[C@H](O)[C@]1(CC2)C)CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O.O(C/C=C(C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C(=O)CCCCCCCCCCCCCCC,1
Fulvestrant,vitamin_A_palmitate,FC(C(F)(CCCS(CCCCCCCCC[C@@H]1Cc2c(ccc(O)c2)[C@H]2CC[C@]3([C@H](C12)CC[C@@H]3O)C)=O)F)(F)F,C(/C(C)=C/COC(=O)CCCCCCCCCCCCCCC)=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,FC(C(F)(CCCS(CCCCCCCCC[C@@H]1Cc2c(ccc(O)c2)[C@H]2CC[C@]3([C@H](C12)CC[C@@H]3O)C)=O)F)(F)F.C(/C(C)=C/COC(=O)CCCCCCCCCCCCCCC)=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,1
Fulvestrant,vitamin_A_palmitate,C1[C@@H]2c3c(C[C@H](C2[C@@H]2CC[C@H](O)[C@@]2(C)C1)CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)cc(O)cc3,C(/C=C/C=C(C)/C=C/C1=C(CCCC1(C)C)C)(C)=C\COC(CCCCCCCCCCCCCCC)=O,C1[C@@H]2c3c(C[C@H](C2[C@@H]2CC[C@H](O)[C@@]2(C)C1)CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)cc(O)cc3.C(/C=C/C=C(C)/C=C/C1=C(CCCC1(C)C)C)(C)=C\COC(CCCCCCCCCCCCCCC)=O,1
Fulvestrant,vitamin_A_palmitate,C12[C@H]3[C@]([C@H](CC3)O)(C)CC[C@@H]1c1c(cc(O)cc1)C[C@H]2CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F,C(\COC(CCCCCCCCCCCCCCC)=O)=C(/C=C/C=C(C)/C=C/C1=C(CCCC1(C)C)C)C,C12[C@H]3[C@]([C@H](CC3)O)(C)CC[C@@H]1c1c(cc(O)cc1)C[C@H]2CCCCCCCCCS(=O)CCCC(F)(C(F)(F)F)F.C(\COC(CCCCCCCCCCCCCCC)=O)=C(/C=C/C=C(C)/C=C/C1=C(CCCC1(C)C)C)C,1
Fulvestrant,vitamin_A_palmitate,C(S(CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@@H]2C1[C@H]1[C@]([C@@H](O)CC1)(C)CC2)=O)CCC(F)(C(F)(F)F)F,C1(C)(CCCC(C)=C1/C=C/C(C)=C/C=C/C(=C/COC(=O)CCCCCCCCCCCCCCC)C)C,C(S(CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@@H]2C1[C@H]1[C@]([C@@H](O)CC1)(C)CC2)=O)CCC(F)(C(F)(F)F)F.C1(C)(CCCC(C)=C1/C=C/C(C)=C/C=C/C(=C/COC(=O)CCCCCCCCCCCCCCC)C)C,1
Fulvestrant,vitamin_A_palmitate,C(CCS(=O)CCCC(F)(F)C(F)(F)F)CCCCCC[C@H]1C2[C@@H](c3c(cc(O)cc3)C1)CC[C@@]1(C)[C@H]2CC[C@@H]1O,C(CCCCCC)CCCCCCCCC(OC/C=C(/C=C/C=C(C)/C=C/C1=C(CCCC1(C)C)C)C)=O,C(CCS(=O)CCCC(F)(F)C(F)(F)F)CCCCCC[C@H]1C2[C@@H](c3c(cc(O)cc3)C1)CC[C@@]1(C)[C@H]2CC[C@@H]1O.C(CCCCCC)CCCCCCCCC(OC/C=C(/C=C/C=C(C)/C=C/C1=C(CCCC1(C)C)C)C)=O,1
